age,workclass,education,marital-status,occupation,relationship,race,sex,hours-per-week,country,salary,out,class,cluster
22,State-gov,Some-college,Married-civ-spouse,Other-service,Husband,Black,Male,15,United-States,0.0,0.0041041,0.0,14
48,Private,11th,Never-married,Machine-op-inspct,Unmarried,White,Male,40,Puerto-Rico,0.0,0.0065206615,0.0,11
21,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,0.0,0.0011153739,0.0,11
19,Private,HS-grad,Married-AF-spouse,Adm-clerical,Wife,White,Female,25,United-States,0.0,0.1964322,0.0,16
31,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,38,?,1.0,0.21020313,1.0,10
48,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0.0,0.54873085,0.0,5
31,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,43,United-States,0.0,0.03094859,0.0,10
53,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0.0,0.56390053,0.0,13
24,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,50,United-States,0.0,0.47943637,0.0,0
49,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,40,United-States,0.0,0.006872634399999999,0.0,4
25,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,35,United-States,0.0,0.0007014497500000001,0.0,9
57,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40,United-States,1.0,0.6695828,1.0,13
53,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,38,United-States,0.0,0.33751455,0.0,7
44,Private,Masters,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,0.0,0.44858915,0.0,4
41,State-gov,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.0,0.35488573,0.0,14
29,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Male,43,United-States,0.0,0.093454264,0.0,18
25,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,Other,Female,40,United-States,0.0,0.3436681,0.0,8
18,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,30,?,0.0,0.00016016906000000002,0.0,6
47,Private,Prof-school,Married-civ-spouse,Prof-specialty,Wife,White,Female,60,Honduras,1.0,0.9334527,1.0,8
50,Federal-gov,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,55,United-States,1.0,0.6154934,1.0,17
47,Self-emp-inc,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,60,United-States,0.0,0.3330407,0.0,17
43,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,1.0,0.5225831,1.0,10
46,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,0.0,0.038158644,0.0,10
35,Private,Assoc-voc,Married-civ-spouse,Other-service,Husband,White,Male,40,Puerto-Rico,0.0,0.08609741,0.0,10
41,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,48,United-States,0.0,0.35826263,0.0,7
30,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0.0,0.2048862,0.0,7
30,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0.0,0.60579956,0.0,0
32,?,7th-8th,Married-spouse-absent,?,Not-in-family,White,Male,40,?,0.0,0.011553018,0.0,15
48,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0.0,0.4066035,0.0,7
42,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,1.0,0.85384786,1.0,13
29,Private,Some-college,Divorced,Tech-support,Not-in-family,White,Male,58,United-States,0.0,0.20118156,0.0,17
36,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.0,0.24066556,0.0,7
28,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0.0,0.013864287,0.0,3
53,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,1.0,0.62656736,1.0,16
49,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1.0,0.7456571,1.0,14
25,?,Some-college,Never-married,?,Own-child,White,Male,40,United-States,0.0,0.00044580616,0.0,15
19,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,32,United-States,0.0,0.002603615,0.0,11
31,Private,Bachelors,Separated,Sales,Own-child,Black,Female,40,United-States,0.0,0.006550456999999999,0.0,1
29,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,70,United-States,1.0,0.66981614,1.0,5
23,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0.0,0.008913633,0.0,18
79,Private,Some-college,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,20,United-States,0.0,0.38727286,0.0,10
27,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,40,Mexico,0.0,0.0011667752,0.0,11
40,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0.0,0.3858332,0.0,10
67,?,10th,Married-civ-spouse,?,Husband,White,Male,2,United-States,0.0,0.01262007,0.0,14
18,Private,11th,Never-married,Other-service,Own-child,White,Female,22,United-States,0.0,0.00023850964,0.0,19
31,Local-gov,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,0.0,0.017776627,0.0,14
18,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,30,United-States,0.0,0.0051231603,0.0,9
52,Private,Bachelors,Married-civ-spouse,Other-service,Husband,White,Male,40,Cuba,0.0,0.19250546,0.0,0
46,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,0.0,0.31117818,0.0,16
59,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,48,United-States,0.0,0.5291372,0.0,7
44,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Female,40,United-States,1.0,0.093903586,1.0,3
53,Private,HS-grad,Divorced,Sales,Own-child,White,Female,35,United-States,0.0,0.054520875,0.0,6
49,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,1.0,0.5833027,1.0,14
33,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,0.0,0.7407436,0.0,13
30,Private,9th,Never-married,Sales,Not-in-family,White,Male,40,United-States,0.0,0.05509734,0.0,18
43,Federal-gov,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,1.0,0.73092425,1.0,2
57,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0.0,0.6774496999999999,0.0,13
37,Private,Some-college,Divorced,Craft-repair,Unmarried,White,Female,40,United-States,0.0,0.055569705,0.0,4
28,Private,Some-college,Divorced,Machine-op-inspct,Unmarried,Black,Female,25,United-States,0.0,0.0011830673,0.0,1
30,Private,HS-grad,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,35,?,0.0,0.093325816,0.0,16
34,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,1.0,0.73628455,1.0,14
29,Local-gov,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,50,United-States,0.0,0.031011725,0.0,18
48,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,1.0,0.80174404,1.0,5
37,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,48,United-States,1.0,0.47010964,1.0,10
48,Private,Assoc-acdm,Divorced,Exec-managerial,Unmarried,White,Female,40,England,0.0,0.25844252,0.0,4
32,Federal-gov,HS-grad,Never-married,Other-service,Own-child,Black,Male,40,United-States,0.0,0.00025003986,0.0,11
76,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1.0,0.904359,1.0,0
44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1.0,0.89046973,1.0,0
47,Self-emp-not-inc,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,0.0,0.18151748,0.0,2
20,Private,Some-college,Never-married,Tech-support,Own-child,White,Female,40,United-States,0.0,0.0008468578,0.0,19
29,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0.0,0.014572989,0.0,9
32,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1.0,0.29831696,1.0,14
17,?,10th,Never-married,?,Own-child,White,Female,32,United-States,0.0,1.5805983e-05,0.0,15
30,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,0.0,0.0014227491,0.0,11
31,Local-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0.0,0.014508276,0.0,12
42,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0.0,0.20403591,0.0,7
24,Private,Bachelors,Never-married,Sales,Other-relative,White,Male,40,United-States,0.0,0.015189171,0.0,18
38,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1.0,0.8460586999999999,1.0,13
56,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,50,Canada,1.0,0.4114918,1.0,5
28,Private,Some-college,Married-civ-spouse,Sales,Wife,White,Female,25,United-States,0.0,0.19974579,0.0,8
36,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Female,40,United-States,0.0,0.0016069624,0.0,6
53,Private,9th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,United-States,0.0,0.09454296,0.0,10
56,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0.0,0.7062246,0.0,14
49,Local-gov,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,1.0,0.6154319,1.0,14
55,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,56,United-States,0.0,0.67247665,0.0,10
22,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,41,United-States,0.0,0.0078048334,0.0,9
21,Private,Some-college,Never-married,Other-service,Own-child,White,Female,40,United-States,0.0,0.0008336614999999999,0.0,19
40,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,0.0,0.8794617,0.0,0
30,Private,Bachelors,Never-married,Exec-managerial,Own-child,Black,Male,40,Germany,0.0,0.01063564,0.0,11
29,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1.0,0.4655585999999999,1.0,13
19,Private,Some-college,Never-married,Other-service,Own-child,Black,Male,35,United-States,0.0,0.00012617031,0.0,11
47,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,1.0,0.8474917,1.0,8
20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,28,United-States,0.0,0.0012775986,0.0,19
31,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1.0,0.275271,1.0,10
35,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,40,United-States,0.0,0.07386451,0.0,14
39,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0.0,0.1211339,0.0,17
28,Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,Female,60,United-States,0.0,0.07962219400000001,0.0,12
24,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,40,United-States,0.0,0.0036892164,0.0,12
38,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,35,United-States,0.0,0.15273432,0.0,5
37,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0.0,0.7515704000000001,0.0,0
46,Private,Assoc-acdm,Divorced,Tech-support,Not-in-family,Black,Female,36,United-States,0.0,0.059621338,0.0,3
38,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Iran,1.0,0.8081119000000001,1.0,13
43,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,0.0,0.28251675,0.0,5
27,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,United-States,0.0,0.3901535999999999,0.0,16
20,Private,Some-college,Never-married,Sales,Own-child,White,Male,20,United-States,0.0,0.0004928901,0.0,11
49,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,United-States,1.0,0.6427444,1.0,10
61,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.0,0.54707485,0.0,14
27,Private,Some-college,Never-married,Sales,Own-child,White,Female,40,United-States,0.0,0.0022781054,0.0,19
19,Private,Some-college,Never-married,Other-service,Own-child,White,Male,30,Mexico,0.0,0.00046708088,0.0,11
45,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,1.0,0.12889698,1.0,2
70,Private,Some-college,Never-married,Tech-support,Other-relative,White,Male,40,United-States,0.0,0.083708145,0.0,11
31,Private,HS-grad,Never-married,Transport-moving,Unmarried,Black,Female,30,United-States,0.0,0.0015641907,0.0,1
22,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,24,United-States,0.0,0.026624417,0.0,10
36,Private,HS-grad,Widowed,Other-service,Unmarried,White,Female,24,United-States,0.0,0.00813279,0.0,4
64,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.0,0.16515896,0.0,10
43,?,Some-college,Divorced,?,Not-in-family,White,Female,40,United-States,0.0,0.04774796,0.0,15
47,Local-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,38,Mexico,0.0,0.0039235614,0.0,4
34,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0.0,0.009938071,0.0,12
33,Private,Bachelors,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,40,Philippines,0.0,0.020906502,0.0,2
21,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,35,United-States,0.0,0.0014527970999999998,0.0,11
52,?,HS-grad,Divorced,?,Not-in-family,White,Male,45,United-States,1.0,0.104893096,1.0,15
48,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,46,United-States,0.0,0.4650876000000001,0.0,7
23,Private,Bachelors,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,0.0,0.0063666194,0.0,18
71,Self-emp-not-inc,Some-college,Separated,Sales,Unmarried,Black,Male,2,United-States,0.0,0.021315949,0.0,1
29,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,60,United-States,0.0,0.10787779,0.0,17
42,Private,Bachelors,Separated,Other-service,Other-relative,Black,Male,50,United-States,0.0,0.009017526,0.0,1
68,?,1st-4th,Divorced,?,Not-in-family,White,Female,20,United-States,0.0,0.00031089995,0.0,15
25,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,40,United-States,0.0,0.0033787023,0.0,6
44,Self-emp-inc,Masters,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,40,United-States,0.0,0.19178325,0.0,4
28,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,40,England,0.0,0.050243594,0.0,12
45,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1.0,0.59891635,1.0,5
36,Private,Some-college,Divorced,Other-service,Unmarried,White,Female,40,Mexico,0.0,0.004277833,0.0,4
39,Federal-gov,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,White,Male,42,United-States,0.0,0.119905174,0.0,18
46,State-gov,Masters,Widowed,Protective-serv,Unmarried,White,Male,40,United-States,0.0,0.15725794,0.0,17
18,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,16,United-States,0.0,9.33379e-05,0.0,11
66,Local-gov,Assoc-voc,Widowed,Prof-specialty,Not-in-family,White,Female,20,United-States,0.0,0.034167074,0.0,2
27,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,40,United-States,0.0,0.0062025646,0.0,9
28,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,0.0,0.11852023,0.0,14
51,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1.0,0.5479381999999999,1.0,10
27,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,0.0,0.08707749,0.0,18
28,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1.0,0.37249452,1.0,13
27,Private,HS-grad,Married-spouse-absent,Sales,Unmarried,White,Female,25,United-States,0.0,0.002168901,0.0,4
21,Private,HS-grad,Never-married,Craft-repair,Own-child,Black,Male,40,United-States,0.0,0.00041894,0.0,11
34,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Black,Male,40,United-States,0.0,0.0009570869,0.0,9
18,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,12,United-States,0.0,0.00010053036,0.0,11
33,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,65,United-States,0.0,0.72040504,0.0,13
44,Local-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,Male,38,United-States,1.0,0.62443763,1.0,14
43,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0.0,0.030431038,0.0,3
30,Private,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,45,United-States,0.0,0.025692243,0.0,18
40,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,1.0,0.046094723,1.0,10
37,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,42,United-States,1.0,0.59302515,1.0,14
34,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,United-States,0.0,0.15003617,0.0,7
41,Self-emp-not-inc,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,0.0,0.11925271,0.0,3
53,?,Bachelors,Divorced,?,Not-in-family,White,Female,50,United-States,0.0,0.13088822,0.0,15
31,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,United-States,0.0,0.84600276,0.0,8
58,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,United-States,1.0,0.7595581,1.0,13
38,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,Black,Female,28,United-States,0.0,0.0046974514,0.0,3
24,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0.0,0.110165544,0.0,10
41,Local-gov,Bachelors,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,0.0,0.54922384,0.0,14
47,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,45,United-States,0.0,0.60543174,0.0,10
41,Federal-gov,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,24,United-States,0.0,0.45294663,0.0,14
23,Private,5th-6th,Married-civ-spouse,Transport-moving,Other-relative,White,Male,40,Mexico,0.0,0.005882145,0.0,10
36,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0.0,0.10173193,0.0,17
40,Federal-gov,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,55,United-States,1.0,0.5304333999999999,1.0,2
35,Private,Masters,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,40,United-States,1.0,0.33844733,1.0,13
24,Self-emp-not-inc,HS-grad,Never-married,Sales,Not-in-family,White,Male,40,United-States,0.0,0.07670199,0.0,9
26,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0.0,0.10778893,0.0,2
19,?,HS-grad,Never-married,?,Own-child,White,Male,40,Italy,0.0,0.000652379,0.0,15
51,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1.0,0.8858007999999999,1.0,0
42,Local-gov,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0.0,0.045078527,0.0,2
37,State-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,35,United-States,0.0,0.012967786,0.0,4
18,Private,11th,Never-married,Sales,Own-child,White,Female,40,United-States,0.0,0.0008538450999999999,0.0,19
36,Private,Bachelors,Married-civ-spouse,Other-service,Husband,Black,Male,36,United-States,1.0,0.23340008,1.0,0
35,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,60,United-States,0.0,0.15174924,0.0,17
58,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,35,United-States,1.0,0.70079064,1.0,16
17,Private,11th,Never-married,Sales,Own-child,White,Female,12,United-States,0.0,0.00020872023,0.0,19
44,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,0.0,0.11532224,0.0,14
37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1.0,0.25470504,1.0,7
35,Private,Some-college,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,40,United-States,0.0,0.01807033,0.0,12
60,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,United-States,0.0,0.5233892,0.0,7
54,Self-emp-inc,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,1.0,0.32848874,1.0,14
37,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Black,Male,60,United-States,1.0,0.45883948,1.0,18
50,Private,Assoc-acdm,Divorced,Sales,Not-in-family,White,Female,40,United-States,0.0,0.09503964,0.0,3
38,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,Poland,0.0,0.5113413,0.0,0
45,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,0.0,0.7887014,0.0,13
25,Private,10th,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0.0,0.005902285699999999,0.0,18
31,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0.0,0.098359466,0.0,10
64,?,1st-4th,Divorced,?,Not-in-family,White,Male,40,United-States,0.0,0.0031393853000000003,0.0,15
90,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,40,United-States,0.0,0.019957518,0.0,9
54,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,20,United-States,0.0,0.08988574,0.0,7
53,Local-gov,Preschool,Never-married,Machine-op-inspct,Not-in-family,White,Female,35,United-States,0.0,1.6962484999999998e-05,0.0,2
18,Private,HS-grad,Never-married,Sales,Own-child,White,Female,40,United-States,0.0,0.0010448745,0.0,6
60,?,10th,Divorced,?,Not-in-family,Amer-Indian-Eskimo,Female,10,United-States,0.0,0.0010080208,0.0,15
66,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,0.0,0.19824457,0.0,5
75,Private,Assoc-voc,Widowed,Adm-clerical,Not-in-family,White,Female,20,Columbia,0.0,0.000370239,0.0,3
65,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0.0,0.040939257,0.0,3
35,Private,11th,Separated,Transport-moving,Not-in-family,Black,Male,40,United-States,0.0,0.005959196,0.0,18
41,Private,HS-grad,Divorced,Sales,Unmarried,Black,Female,38,United-States,0.0,0.016467782,0.0,1
25,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,42,United-States,0.0,0.017447062,0.0,18
33,Private,Some-college,Divorced,Craft-repair,Other-relative,Other,Female,40,United-States,0.0,0.056745566,0.0,3
